architecture,task_id,level,question,ground_truth,predicted,score,correct,partial,failure_cat,steps,tool_calls,tokens,time_sec,tool_usage,strategy,trace
plan_execute,66,easy,What is the pole called which is used for propelling a barge or punt?,A quant,"A setting pole or quant (quant pole), also known as a barge pole.",0.0,False,False,knowledge_gap,6,4,792,15.79,{'web_search': 4},plan_execute,Step 1 (web_search): Oar: An oar is an implement used for water-borne propulsion. Oars have a flat blade at one end. Rowers grasp the oar at the other end.The difference between oars and paddles is th
plan_execute,67,easy,The Walker Art Gallery is in which UK city?,Liverpool,Liverpool.,1.0,True,False,correct,6,4,453,11.86,"{'web_search': 2, 'calculator': 1, 'python': 1}",plan_execute,"Step 1 (web_search): Walker Art Center - Wikipedia: The Walker Art Center is a multidisciplinary contemporary art center in the Lowry Hill neighborhood of Minneapolis, Minnesota, United States. The Wa"
plan_execute,68,medium,"Who performed in the first concert link into space, which was sent from Anaheim California to the sp",Paul McCartney,"Linkin Park performed in the first concert link into space, which was sent from Anaheim California to the space shuttle Discovery in 2005.",0.0,False,False,knowledge_gap,6,4,428,11.35,"{'web_search': 2, 'calculator': 1, 'python': 1}",plan_execute,"Step 1 (web_search): Linkin Park - Wikipedia: After graduating from high school, the three began to take their musical interests more seriously, recruiting Joe Hahn, Dave ""Phoenix"" Farrell, and Mark W"
plan_execute,69,easy,Which canal is known as the 'Highway to India'?,Suez Canal,The Suez Canal is known as the 'Highway to India'.,1.0,True,False,correct,6,4,549,16.15,"{'web_search': 2, 'calculator': 1, 'python': 1}",plan_execute,"Step 1 (web_search): Eurasia Canal - Wikipedia: The Eurasia Canal (Russian: Канал ""Евразия"", Kanal ""Evraziya"") is a proposed 700-kilometre-long (430 mi) canal connecting the Caspian Sea to the Black S"
plan_execute,70,easy,What major American city is located on Puget Sound?,Seattle,The final answer is Seattle.,1.0,True,False,correct,6,4,617,18.93,"{'web_search': 2, 'calculator': 1, 'python': 1}",plan_execute,"Step 1 (web_search): Puget Sound region - Wikipedia: Puget Sound, its basins, and major surrounding cities. Country, United States. State · Washington · Core cities ...

Cities near Puget, Washington "
plan_execute,71,medium,"In which North African country was Mohammed Al-Fayed, owner of Harrods department store in London, b",Egypt,Egypt.,1.0,True,False,correct,6,4,541,15.13,"{'web_search': 2, 'calculator': 1, 'python': 1}",plan_execute,"Step 1 (web_search): Mohamed Al-Fayed - Wikipedia: Fayed was born on 27 January 1929 in the Roshdy neighbourhood of Alexandria, in the Kingdom of Egypt, [2] the eldest son of an Egyptian primary schoo"
plan_execute,72,hard,What is the name for a set of marks stamped on gold and silver articles to attest to the genuineness,Hall Mark,The final answer is HALLMARK.,0.0,False,False,knowledge_gap,6,4,395,10.36,"{'web_search': 2, 'calculator': 1, 'python': 1}",plan_execute,"Step 1 (web_search): The National Gold and Silver Stamping Act of 1906 - apmex: Mar 18, 2026 ... Composition claim: A mark says an item is “14K” or “925” or otherwise identifies a fineness standard fo"
plan_execute,73,easy,Who played the role of George Carter in The Sweeney?,Dennis Waterman,"After conducting a search, I found that John Thaw played the role of Detective Inspector Regan and Dennis Waterman played the role of Detective Sergea",0.0,False,False,knowledge_gap,6,4,521,15.76,"{'web_search': 2, 'calculator': 1, 'python': 1}",plan_execute,"Step 1 (web_search): The Sweeney Sisters: The following is a list of recurring Saturday Night Live characters and sketches introduced between October 11, 1986, and May 23, 1987, the twelfth season of "
plan_execute,74,easy,What is the main ingredient in borscht?,Beetroot,Beetroot.,1.0,True,False,correct,6,4,528,12.84,"{'web_search': 2, 'calculator': 1, 'python': 1}",plan_execute,"Step 1 (web_search): Borscht - Wikipedia: Borscht derives from an ancient soup originally cooked from pickled stems, leaves and umbels of common hogweed (Heracleum sphondylium), an herbaceous plant gr"
plan_execute,75,easy,"""In the film of the same name, what was the name of """"The Hustler""""?""","""""""Fast Eddie"""" Felson""","The final answer is ""Fast Eddie"" Felson and Minnesota Fats.",1.0,True,False,correct,5,3,516,11.61,"{'web_search': 1, 'calculator': 1, 'python': 1}",plan_execute,"Step 1 (web_search): The Hustler - Wikipedia: The Hustler is a 1961 American sports drama film, directed by Robert Rossen. It tells the story of small-time pool hustler ""Fast Eddie"" Felson, who challe"
plan_execute,76,easy,Which Russian author died at Astapovo Railway Station in 1910 of pneumonia?,Leo Tolstoy,Leo Tolstoy.,1.0,True,False,correct,6,4,530,14.86,"{'web_search': 2, 'calculator': 1, 'python': 1}",plan_execute,"Step 1 (web_search): 1910 in literature - Wikipedia: March 30 – William Johnston and Paul West's novel The Innocent Murderers is published in New York City, as the first work of academic crime fiction"
plan_execute,77,easy,What country does Waterford crystal come from?,Ireland,Ireland.,1.0,True,False,correct,6,4,480,12.6,"{'web_search': 2, 'calculator': 1, 'python': 1}",plan_execute,"Step 1 (web_search): Waterford Crystal, Origin | Replacements, Ltd.: Shop Origin Crystal & Glasses by Waterford Crystal at Replacements, Ltd. Explore new and retired china, crystal, silver, and collec"
plan_execute,78,easy,Who was the Georgia Peach?,Ty Cobb,"Ty Cobb was known as the ""Georgia Peach"".",1.0,True,False,correct,6,4,504,12.12,"{'web_search': 2, 'calculator': 1, 'python': 1}",plan_execute,"Step 1 (web_search): History of Georgia (country) - Wikipedia: The nation of Georgia was first unified as a kingdom under the Bagrationi dynasty in 1008 AD, arising from several successor states of th"
plan_execute,79,easy,What railway line is green on the traditional map of the London Underground (Tube)?,District Line,The District line.,1.0,True,False,correct,6,4,377,9.84,"{'web_search': 2, 'calculator': 1, 'python': 1}",plan_execute,"Step 1 (web_search): Tube map - Wikipedia: The Tube map is a schematic transport map of the lines, stations and services of the London Underground, known colloquially as ""the Tube"", hence the map's na"
plan_execute,80,medium,"What were Scotsmen prohibited from wearing 1746-1782 under the Highland Garb Act, after the rising i",Tartan,The Highland Garb.,0.0,False,False,knowledge_gap,6,4,562,15.69,"{'web_search': 2, 'calculator': 1, 'python': 1}",plan_execute,"Step 1 (web_search): Dress Act 1746 - Wikipedia: This is bringing before all the Sons of the Gael, the King and Parliament of Britain have forever abolished the act against the Highland Dress; which c"
plan_execute,81,hard,The Black Hawk War was for possession of lands east of the Mississippi. In which modern day state wa,Illinois,Illinois.,1.0,True,False,correct,6,4,615,16.58,"{'web_search': 2, 'calculator': 1, 'python': 1}",plan_execute,"Step 1 (web_search): Battle of Stillman's Run - Wikipedia: The Battle of Stillman's Run, also known as the Battle of Sycamore Creek or the Battle of Old Man's Creek, occurred in Illinois on May 14, 18"
plan_execute,82,easy,"Who won the Best Actress Oscar for the 1988 film, The Accused?",Jodie Foster,"Jodie Foster won the Best Actress Oscar for the 1988 film, The Accused.",0.0,False,False,knowledge_gap,6,4,444,9.58,"{'web_search': 2, 'calculator': 1, 'python': 1}",plan_execute,"Step 1 (web_search): 60th Academy Awards - Wikipedia: For their performances in Moonstruck, Cher and Olympia Dukakis won Best Actress and Best Supporting Actress, respectively. Michael Douglas won Bes"
plan_execute,83,medium,"The fictitious station of Walford East, which features in the UK television series ‘Eastenders’, rep",Bromley-By-Bow,Bromley-by-Bow.,1.0,True,False,correct,6,4,782,15.96,{'web_search': 4},plan_execute,Step 1 (web_search): Walford - Wikipedia: Walford is a fictional borough of East London in the BBC soap opera EastEnders. It is the primary setting for the soap. EastEnders is filmed at Borehamwood in
plan_execute,84,easy,"""""""Yabba dabba doo"""" was a catch-phrase in which cartoon series?""",The Flintstones,The Flintstones.,1.0,True,False,correct,6,4,542,11.67,"{'web_search': 2, 'calculator': 1, 'python': 1}",plan_execute,"Step 1 (web_search): The Flintstones - Wikipedia: The Flintstones is an American animated sitcom produced by Hanna-Barbera Productions. It was originally broadcast on ABC from September 30, 1960, to A"
plan_execute,85,easy,"Vijay Singh, a US Masters champion, comes from where?",Fiji,Fiji.,1.0,True,False,correct,6,4,623,16.23,"{'web_search': 2, 'calculator': 1, 'python': 1}",plan_execute,"Step 1 (web_search): Vijay Singh - Wikipedia: An Indo-Fijian practising Hinduism, [4] Singh was born in Lautoka, Fiji and grew up in Nadi. He is the son of Mohan Singh, an airplane technician who also"
plan_execute,86,easy,What is the equivalent rank in the British Army of the German rank Oberst?,COLONEL,The equivalent rank in the British Army of the German rank Oberst is Brigadier.,0.0,False,False,knowledge_gap,6,4,513,16.19,"{'web_search': 2, 'calculator': 1, 'python': 1}",plan_execute,Step 1 (web_search): British Army officer rank insignia - Wikipedia: British Army other ranks rank insignia. Uniforms of the British Army. List of comparative military ranks.British Army rank structur
plan_execute,87,easy,The razorbill and guillemot are members of which bird family?,AUK,The Alcidae family.,0.0,False,False,knowledge_gap,6,4,994,17.28,{'web_search': 4},plan_execute,"Step 1 (web_search): Razorbill - Wikipedia: Razorbills and great auks are part of the tribe Alcini, which also includes the common murre or common guillemot (Uria aalge), the thick-billed murre or Brü"
plan_execute,88,easy,"Which jockey, later famous in another sphere, rode Devon Loch in the 1956 Grand National?",DICK FRANCIS,"After some research, I found that Dick Saunders rode Devon Loch in the 1956 Grand National.",0.0,False,False,knowledge_gap,6,4,720,21.91,"{'web_search': 2, 'calculator': 1, 'python': 1}",plan_execute,"Step 1 (web_search): 1956 Grand National - Wikipedia: The 1956 Grand National was the 110th renewal of the Grand National horse race that took place at Aintree near Liverpool, England, on 24 March 195"
plan_execute,89,easy,Which is the only US state to begin with the letter ‘U’?,Utah,Utah.,1.0,True,False,correct,6,4,570,15.46,"{'web_search': 2, 'calculator': 1, 'python': 1}",plan_execute,"Step 1 (web_search): List of U.S. states - Simple English Wikipedia, the free ...50 US States List — Alphabetical Order (Word, PDF, Excel)USA States List Alphabetical | Clean Copy TableList of U.S. St"
plan_execute,90,easy,Jimmy Wales and Larry Sanger founded which website in 2001?,Wikipedia,Wikipedia.,1.0,True,False,correct,6,4,447,14.66,"{'web_search': 2, 'calculator': 1, 'python': 1}",plan_execute,"Step 1 (web_search): Wikipedia founder: Wikipedia, a free-content online encyclopedia written and maintained by a community of volunteers known as Wikipedians, began with its first edit on 15 January "
plan_execute,91,easy,The Inca people lived in which continent before conquest by the Spanish?,South America,South America.,1.0,True,False,correct,6,4,448,12.09,"{'web_search': 2, 'calculator': 1, 'python': 1}",plan_execute,"Step 1 (web_search): Inca Empire Geography - The Inca Empire for Kids: The Incas made their home high in the Andes mountains. To move about, 11,000 feet above sea level, the Inca built bridges between"
plan_execute,92,easy,Elliot Carver is the villain in which James Bond film?,Tomorrow Never Dies,"The final answer is not directly provided in the steps. However, based on the information given, we can infer that Elliot Carver is a James Bond villa",0.0,False,False,knowledge_gap,6,4,606,17.74,"{'web_search': 2, 'calculator': 1, 'python': 1}",plan_execute,Step 1 (web_search): List of James Bond villains - Wikipedia: 3.2 Non-Eon. 4 Video game villains. 5 Villainous organisations. 6 See also. 7 References. Toggle the table of contents. List of James Bond
plan_execute,93,medium,"In physics, what is a substance that continually deforms/flows under applied stress, including liqui",Fluid,A fluid.,1.0,True,False,correct,6,4,382,8.92,"{'web_search': 2, 'calculator': 1, 'python': 1}",plan_execute,"Step 1 (web_search): State of matter: In physics, a state of matter or phase of matter is one of the distinct forms in which matter can exist. Four states of matter are observable in everyday life: so"
plan_execute,94,easy,Who is the current (Jan 2014) Secretary of State for Education?,Michael Gove,Michael Gove,1.0,True,False,correct,6,4,446,13.17,"{'web_search': 2, 'calculator': 1, 'python': 1}",plan_execute,Step 1 (web_search): Margaret Thatcher - Wikipedia: United Kingdom Education secretaries of the UK Government.British secretaries of state for education. British women memoirists. Chancellors of the C
plan_execute,95,hard,"Which event held in Alberta, Canada, which bills itself as The Greatest Outdoor Show on Earth, is a ",The Calgary Stampede,"The event you're referring to is likely the Calgary Stampede, which is a large festival, exhibition, and rodeo held for 10 days every summer in July. ",0.0,False,False,knowledge_gap,6,4,563,18.79,"{'web_search': 2, 'calculator': 1, 'python': 1}",plan_execute,"Step 1 (web_search): List of festivals in Alberta - Wikipedia: Several festivals are held in the Canadian province of Alberta each year. This list includes several types of festivals in the province, "
plan_execute,96,medium,"Which American wit said, 'This is not a novel to be tossed aside lightly. It should be thrown with g",Dorothy Parker,Dorothy Parker.,1.0,True,False,correct,6,4,469,12.99,"{'web_search': 2, 'calculator': 1, 'python': 1}",plan_execute,"Step 1 (web_search): 171 Top American Quotes (with Explanation) - Life Success Journal: Throughout this collection of American quotes, we’ve explored the depth of wisdom from various thinkers and lead"
plan_execute,97,easy,"""What profession requires the artist to know about """"F stops""""?""",Photography,Photographer.,0.0,False,False,knowledge_gap,6,4,480,15.65,"{'web_search': 2, 'calculator': 1, 'python': 1}",plan_execute,"Step 1 (web_search): Careers That Involve Photography: Careers That Involve Photography. From weddings to wars, photographers document important events in our lives. Professional shutterbugs can choos"
plan_execute,98,medium,"In Wagner's opera 'Das Rheingold', what was the name of the dwarf who stole the gold from the 'Rhine",'ALBERICH',Alberich.,1.0,True,False,correct,6,4,522,13.08,"{'web_search': 2, 'calculator': 1, 'python': 1}",plan_execute,"Step 1 (web_search): Das Rheingold - Wikipedia: At the bottom of the Rhine, the three Rhinemaidens, Woglinde, Wellgunde, and Floßhilde, play together. Alberich, a Nibelung dwarf, appears from a deep c"
plan_execute,99,medium,"In 2005, Dan Wheldon became the first British competitor to win what event in over 30 years?",Indianapolis 500,The Indianapolis 500.,1.0,True,False,correct,6,4,592,14.06,"{'web_search': 2, 'calculator': 1, 'python': 1}",plan_execute,Step 1 (web_search): Dan Wheldon - Wikipedia: Dan Wheldon ... Daniel Clive Wheldon (22 June 1978 – 16 October 2011) was a British motor racing driver who won the 2005 IndyCar Series for Andretti Green
rewoo,0,easy,Who released a 2011 album entitled ‘Born This Way’?,Lady Gaga,Lady Gaga.,1.0,True,False,correct,2,3,241,8.03,"{'web_search': 1, 'wikipedia': 1, 'calculator': 1}",rewoo,"#E1: Born This Way (song) - Wikipedia: ""Born This Way"" is a song by the American singer Lady Gaga, and the lead single from her second studio album of the same name. Written by Gaga and Jeppe Laursen,"
rewoo,1,easy,What was the nationality of composer Frederic Chopin?,Polish,Polish.,1.0,True,False,correct,2,2,215,6.45,"{'web_search': 1, 'wikipedia': 1}",rewoo,"#E1: Frédéric Chopin - Wikipedia: Frédéric François Chopin was a Polish composer and virtuoso pianist of the Romantic period who wrote primarily for solo piano.

Frédéric Chopin - World History Encycl"
rewoo,2,easy,"""What purple berry from South America has been promoted as a """"superfood""""?""",Açaí berry,Açaí berry.,1.0,True,False,correct,2,3,324,52.99,"{'web_search': 1, 'wikipedia': 1, 'calculator': 1}",rewoo,"#E1: Açaí palm - Wikipedia: The açaí palm (/ əˈsaɪ.iː / ə-SY-ee, Brazilian Portuguese: [asaˈi] ⓘ; from Nheengatu asai), [2] Euterpe oleracea, is a species of palm tree (Arecaceae) cultivated for its f"
rewoo,3,easy,For which county did Ted Dexter play cricket for most of his career?,Sussex,Sussex,1.0,True,False,correct,2,3,519,5.22,"{'web_search': 1, 'wikipedia': 1, 'calculator': 1}",rewoo,"#E1: Ted Dexter - WikipediaTed Dexter Profile - Cricket Player England | Stats, Records ...Ted Dexter - grokipedia.comICC Hall of Famers | ICC - International Cricket CouncilTed Dexter: 1935-2021 | Cr"
rewoo,4,easy,"A kittel, or kitl, is what, traditionally worn by male Jews?",Burial shroud,A kittel is traditionally worn by male Jews.,0.0,False,False,knowledge_gap,2,3,580,5.89,"{'web_search': 1, 'wikipedia': 1, 'calculator': 1}",rewoo,"#E1: Kittel - Wikipedia: Kittel A kittel A kittel (Yiddish: קיטל [ˈkɪtl̩]) is a white linen or cotton robe [1] worn by some religious Ashkenazi Jews on holidays, in the synagogue or at home when leadi"
rewoo,5,easy,Thomas Hardy's famous novel is 'Far from the Madding (What?)'?,Crowd,Far from the Madding Crowd.,1.0,True,False,correct,2,3,281,47.19,"{'web_search': 1, 'wikipedia': 1, 'calculator': 1}",rewoo,"#E1: Thomas Hardy - Wikipedia: Thomas Hardy (2 June 1840 – 11 January 1928) was an English novelist and poet. A Victorian realist in the tradition of George Eliot, he was influenced both in his novels"
rewoo,6,easy,Bernie Ecclestone and Flavio Briatore were at one time co-owners of which Premier League club?,QUEENS PARK RANGERS,Queens Park Rangers (QPR),1.0,True,False,correct,2,3,293,5.95,"{'web_search': 1, 'wikipedia': 1, 'calculator': 1}",rewoo,"#E1: Flavio Briatore - Wikipedia: Following Briatore's ban from FIA, the Football League requested that FIA provide details of its investigation. The Football League could force Briatore out of QPR un"
rewoo,7,medium,Which BBC2 comedy is set around the church of St Saviours in the Marshes in Hackney?,REV,"St Leonard's in Shoreditch, east London.",0.0,False,False,knowledge_gap,2,3,420,52.81,"{'web_search': 1, 'wikipedia': 1, 'calculator': 1}",rewoo,"#E1: Rev. (TV series) - Wikipedia: The church scenes were filmed at St Leonard's in Shoreditch, east London. [8] The BBC Two comedy was renewed by the BBC in September 2010 and filming began again in "
rewoo,8,easy,Which Holiday movie favourite featured a character called Kevin McCallister?,Home Alone,Home Alone.,1.0,True,False,correct,2,4,413,6.62,"{'web_search': 2, 'wikipedia': 1, 'calculator': 1}",rewoo,"#E1: Macaulay Culkin - Wikipedia: Macaulay Macaulay Culkin Culkin is an American actor and musician. Considered one of the most successful child actors of the 1990s, Culkin has received ...

Home Alon"
rewoo,9,medium,Which Chilean socialist leader was deposed and killed by General Pinochet during a U.S. backed coup ,(Salvador) Allende,Salvador Allende.,1.0,True,False,correct,2,3,588,52.03,"{'web_search': 1, 'wikipedia': 1, 'calculator': 1}",rewoo,#E1: 1973 Chilean coup d'état - Wikipedia: The 1973 Chilean coup d'état (Spanish: Golpe de Estado en Chile de 1973) was a military overthrow of the socialist president of Chile Salvador Allende and hi
rewoo,10,easy,"""Who wrote the TV series """"Pennies From Heaven"""", and """"The Singing Detective""""?""",DENNIS POTTER,Dennis Potter.,1.0,True,False,correct,2,2,552,4.77,"{'web_search': 1, 'wikipedia': 1}",rewoo,"#E1: Pennies from Heaven (song) - Wikipedia: "" Pennies from Heaven "" is a 1936 American popular song with music by Arthur Johnston and lyrics by Johnny Burke. It was introduced by Bing Crosby with Geo"
rewoo,11,easy,An alkali turns red litmus paper what colour/color?,Blue,Blue.,1.0,True,False,correct,2,3,308,54.09,"{'web_search': 1, 'wikipedia': 1, 'calculator': 1}",rewoo,"#E1: pH indicator - Wikipedia: Litmus, used by alchemists in the Middle Ages and still readily available, is a naturally occurring pH indicator made from a mixture of lichen species, particularly Rocc"
rewoo,12,easy,What fictional spy show showcases the dysfunctional International Secret Intelligence Service (ISIS),Archer,There is no evidence to support that a fictional spy show showcases the International Secret Intelligence Service (ISIS).,0.0,False,False,knowledge_gap,2,3,231,6.6,"{'web_search': 1, 'wikipedia': 1, 'calculator': 1}",rewoo,"#E1: Mission: Impossible - Wikipedia: Mission: Impossible is an American multimedia franchise based on a fictional secret espionage agency known as the Impossible Missions Force (IMF).

Korean detecti"
rewoo,13,easy,To whom did the risen Jesus say 'Touch me not'?,Mary Magdelene,Mary Magdalene.,1.0,True,False,correct,2,4,757,54.59,"{'web_search': 2, 'wikipedia': 1, 'calculator': 1}",rewoo,"#E1: Christ Is Risen! Now Don't Touch Him! | Catholic Answers Magazine: A young man inquiring into the faith recently asked me why Jesus said to Mary Magdalene, the first witness of his resurrection, "
rewoo,14,medium,Why was Korean short-track speedskater Kim Dong-Sung disqualified from the men's 1500 metre final at,Cross-tracking,There is insufficient evidence to determine why Kim Dong-Sung was disqualified from the men's 1500 metre final at the 2000 Olympics.,0.0,False,False,multi_step_failure,2,3,295,6.0,"{'web_search': 1, 'wikipedia': 1, 'calculator': 1}",rewoo,"#E1: Kim Dong-sung - Wikipedia: Kim Dong-Sung (Korean: 김동성; Hanja: 金東聖, born 9 February 1980) is a South Korean former short track speed skater. He won a gold medal in 1000m race and silver medal in 5"
rewoo,15,medium,Which was the first group to have a number one hit in the USA for Motown Records?,The Marvelettes,The Marvelettes.,1.0,True,False,correct,2,3,294,4.98,"{'web_search': 1, 'wikipedia': 1, 'calculator': 1}",rewoo,#E1: Please Mr. Postman - Wikipedia: It was the debut single by girl group the Marvelettes for the Tamla (Motown) label [3] and is famous for being the first Motown song to reach the number-one positi
rewoo,16,easy,Where are the police called heddlu?,Wales,Wales.,1.0,True,False,correct,2,3,258,45.22,"{'web_search': 1, 'wikipedia': 1, 'calculator': 1}",rewoo,"#E1: Heddlu etymology in Welsh: Welsh word heddlu comes from Welsh llu (Host, throng, multitude.), Welsh hedd (Peace.)Detailed word origin of heddlu.

How to pronounce Heddlu | HowToPronounce.com: Mea"
rewoo,17,medium,"""Which horse race meeting, for """"The Gold Cup"""", was first run in 1711 and is held on 7 June each ye",Royal Ascot,The Hollywood Gold Cup Stakes at Santa Anita.,0.0,False,False,knowledge_gap,2,4,483,6.78,"{'web_search': 2, 'wikipedia': 1, 'calculator': 1}",rewoo,"#E1: CONCACAF Gold Cup - Wikipedia: CONCACAF Gold Cup (1991–present) In 1990, CONCACAF renamed and restructured the CONCACAF Championship as the CONCACAF Gold Cup, with the United States hosting the f"
rewoo,18,hard,"In which city can you visit the Luigi Ferraris Stadium, the gardens of the Villa Durazzo-Pallavicini",Genoa,Genoa.,1.0,True,False,correct,2,3,356,4.09,"{'web_search': 1, 'wikipedia': 1, 'calculator': 1}",rewoo,"#E1: Stadio Luigi Ferraris - Wikipedia: The Stadio Luigi Ferraris, also known as the Marassi from the name of the neighbourhood where it is located, is a multi-use stadium in Genoa, Italy.

Genoa and "
rewoo,19,easy,According to Latin grammatical rules what is the singular of candelabra?,Candelabrum,candelabrum,1.0,True,False,correct,2,3,538,5.86,"{'web_search': 1, 'wikipedia': 1, 'calculator': 1}",rewoo,"#E1: How to Pluralize Words from Latin | Merriam-Webster: ... form, but here's a quick read on some of the basic rules ... There is also the acceptable, grammatically challenging use of the Latin plur"
rewoo,20,easy,What island is shared by Haiti and the Dominican Republic?,Hispaniola,Hispaniola.,1.0,True,False,correct,2,3,551,5.69,"{'wikipedia': 1, 'web_search': 1, 'calculator': 1}",rewoo,"#E1: Haiti, officially the Republic of Haiti, is a country in the Caribbean on the island of Hispaniola in both Caribbean Sea and North Atlantic Ocean, east of Cuba and Jamaica and south of The Bahama"
rewoo,21,medium,What is the short metonymic name of the chief usher of the Lord Chamberlain's department of the UK H,Black Rod,Black Rod,1.0,True,False,correct,2,4,461,36.29,"{'web_search': 2, 'wikipedia': 1, 'calculator': 1}",rewoo,"#E1: Black Rod - Wikipedia: The Gentleman or Lady Usher of the Black Rod, often shortened to Black Rod, is a senior parliamentary officer in the House of Lords responsible for ceremonial protocol, mai"
rewoo,22,medium,"Which type of bird is named after Thomas Bewick, an English engraver and ornithologist, who speciali",A SWAN,The Bewick's Wren.,0.0,False,False,knowledge_gap,2,3,276,6.13,"{'web_search': 1, 'wikipedia': 1, 'calculator': 1}",rewoo,"#E1: Bewick's Wren - Big Year Birding: The Bewick’s Wren (Thryomanes bewickii) is a species of bird found in North America, primarily in the western United States and Mexico. It is a small, brown bird"
rewoo,23,easy,"""By what 4 letter word is the """"bulb"""" of a crocus more correctly known?""",Corm,Tubers.,0.0,False,False,knowledge_gap,2,3,252,4.24,"{'web_search': 1, 'wikipedia': 1, 'calculator': 1}",rewoo,"#E1: Crocus - Wikipedia: This article is about the genus of flowers. For the myth, see Crocus (mythology). For other uses, see Crocus (disambiguation). Crocus (/ ...

Crocuses or croci: what is the pl"
rewoo,24,easy,Which Scot was Glenn Hoddle's assistant in the 'England job'?,JOHN GORMAN,There is no evidence provided to answer the question.,0.0,False,False,knowledge_gap,2,4,478,6.72,"{'web_search': 2, 'wikipedia': 1, 'calculator': 1}",rewoo,#E1: Glenn Hoddle - Wikipedia: Glenn Hoddle (born 27 October 1957) is an English former football player and manager. He works as a television pundit and commentator for ITV Sport and TNT Sports. He pl
rewoo,25,hard,"What is the term for the attribution of human characteristics to non-human creatures and beings, phe",Anthropomorphism,The term for attributing human characteristics to non-human creatures and beings is Anthropomorphism.,0.0,False,False,knowledge_gap,2,3,445,5.62,"{'web_search': 1, 'wikipedia': 1, 'calculator': 1}",rewoo,"#E1: Anthropomorphism - Wikipedia: In religion and mythology, anthropomorphism is the perception of a divine being or beings in human form, or the recognition of human qualities in these beings. Ancie"
rewoo,26,easy,What is the traditional Maori greeting in which people press noses together?,Hongi,There is no evidence provided to answer the question.,0.0,False,False,knowledge_gap,2,3,676,4.6,"{'wikipedia': 1, 'web_search': 1, 'calculator': 1}",rewoo,"#E1: Māori culture (Māori: Māoritanga) is the customs, cultural practices, and beliefs of the Māori people of New Zealand. A part of Eastern Polynesian culture, Māori culture forms a distinctive part "
rewoo,27,easy,What colour is the star on the national flag of Liberia?,WHITE,White.,1.0,True,False,correct,2,3,306,4.52,"{'web_search': 1, 'wikipedia': 1, 'calculator': 1}",rewoo,#E1: Flag of Liberia - Wikipedia: The eleven stripes symbolize the signatories of the Liberian Declaration of Independence and the red and white symbolize courage and moral excellence. The white star 
rewoo,28,easy,Who on TV is the Naked Chef,Jamie Oliver,James Trevor Oliver,0.0,False,False,knowledge_gap,2,3,220,5.67,"{'web_search': 1, 'wikipedia': 1, 'calculator': 1}",rewoo,"#E1: Naked Chef: James Trevor Oliver (born 27 May 1975) is an English celebrity chef, restaurateur and cookbook author. He is known for his casual approach to cuisine, and he has fronted many televisi"
rewoo,29,easy,What was the middle name of ex-US President Gerald Ford?,Rudolph,Rudolph.,1.0,True,False,correct,2,3,251,18.11,"{'web_search': 1, 'wikipedia': 1, 'calculator': 1}",rewoo,"#E1: Gerald Ford - Wikipedia: Gerald Rudolph Ford Jr. (born Leslie Lynch King Jr.; July 14, 1913 – December 26, 2006) was the 38th president of the United States, serving from 1974 to 1977.

Biography"
rewoo,30,easy,In music theory what is the relative minor chord of C major?,A minor,The relative minor of C major is A minor.,1.0,True,False,correct,2,3,363,6.11,"{'web_search': 1, 'wikipedia': 1, 'calculator': 1}",rewoo,"#E1: C major - Wikipedia: Its relative minor is A minor and its parallel minor is C minor. C major ... The scale degree chords of C major are: Tonic – C major; Supertonic – D ...

What is a relative m"
rewoo,31,easy,"In October 2015, which city was named by VisitEngland as the ‘Home of English Sport’?",Nottingham,There is no evidence to confirm which city was named 'Home of English Sport'.,0.0,False,False,knowledge_gap,2,3,251,5.46,"{'web_search': 1, 'wikipedia': 1, 'calculator': 1}",rewoo,"#E1: Nottingham named ‘The Home of English Sport’ - CBJ Spotlight: Nottingham is home to Nottingham Forest Football Club, once one of the biggest clubs in Europe under the legendary manager Brian Clou"
rewoo,32,medium,What is the name of the Lord played by Rik Mayall in the UK television series ‘Blackadder Goes Forth,Lord Flashheart,There is no evidence to confirm which Lord was played by Rik Mayall in 'Blackadder Goes Forth'.,0.0,False,False,knowledge_gap,2,2,475,5.9,"{'wikipedia': 1, 'web_search': 1}",rewoo,"#E1: Blackadder Goes Forth is the fourth series of the BBC sitcom Blackadder, written by Richard Curtis and Ben Elton, which aired from 28 September to 2 November 1989 on BBC1. The series placed the r"
rewoo,33,easy,What literally means ‘submission to God’ in Arabic?,Islam,Islam literally means 'submission to God' in Arabic.,1.0,True,False,correct,2,3,588,5.59,"{'web_search': 1, 'wikipedia': 1, 'calculator': 1}",rewoo,"#E1: Islam - Wikipedia: Islam is an Abrahamic monotheistic religion based on the Quran and the teachings of Muhammad. The religion's adherents, called Muslims, are estimated to number 2 billion worldw"
rewoo,34,easy,What ancient monument and tourist attraction would you see at Carnac in northern France?,Menhirs,The Carnac stones.,0.0,False,False,knowledge_gap,2,3,593,6.36,"{'web_search': 1, 'wikipedia': 1, 'calculator': 1}",rewoo,"#E1: Office de Tourisme de Carnac - Site Officiel Carnac Bretagne: Site Officiel de l'Office de Tourisme de Carnac. Nos conseils pour découvrir Carnac et préparer vos vacances : hébergements, restaura"
